,A,B,K,d,r,s,D,j,j_deg,gmm
495,848/3*theta_K^2 - 2096/3*theta_K - 20896/3,62080/9*theta_K^2 - 155008/9*theta_K - 1484032/9,x^3 - 30*x - 59,3,3,0,14013,x^3 + 6756023349*x^2 + 228516408095805*x - 1000672150539239424,3,True
496,-8464/3*theta_K^2 + 32032/3*theta_K + 130544/3,1424512/9*theta_K^2 - 5420416/9*theta_K - 22046464/9,x^3 - 30*x - 59,3,3,0,14013,x^3 + 6756023349*x^2 + 228516408095805*x - 1000672150539239424,3,True
497,49664/3*theta_K^2 - 121088/3*theta_K - 1196800/3,-26049536/9*theta_K^2 + 64185344/9*theta_K + 623455232/9,x^3 - 30*x - 59,3,3,0,14013,x^3 + 6756023349*x^2 + 228516408095805*x - 1000672150539239424,3,False
498,-206080/3*theta_K^2 + 785152/3*theta_K + 3190784/3,171774976/9*theta_K^2 - 654380032/9*theta_K - 2660377600/9,x^3 - 30*x - 59,3,3,0,14013,x^3 + 6756023349*x^2 + 228516408095805*x - 1000672150539239424,3,False
499,-280*theta_K^2 - 1500*theta_K - 4156/3,-188512/3*theta_K^2 - 335744*theta_K - 8294528/27,x^3 - x^2 - 29*x - 31,3,3,0,14036,-121,1,True
500,-2747992*theta_K^2 - 44045332/3*theta_K - 13430772,-548298919552/9*theta_K^2 - 8788238137472/27*theta_K - 8039409686624/27,x^3 - x^2 - 29*x - 31,3,3,0,14036,-121,1,True
501,-360250/3*theta_K^2 + 620940*theta_K + 892503,89941678*theta_K^2 - 12557222840/27*theta_K - 6016335400/9,x^3 - x^2 - 29*x - 31,3,3,0,14036,-24729001,1,True
502,-22895656/3*theta_K^2 + 118309768/3*theta_K + 170073239/3,-1229768117432/27*theta_K^2 + 6359176765096/27*theta_K + 3046756220638/9,x^3 - x^2 - 29*x - 31,3,3,0,14036,-24729001,1,True
503,-2224/3*theta_K^2 + 6784*theta_K + 14816,1790336/27*theta_K^2 - 4883456/27*theta_K - 14837504/27,x^3 - x^2 - 26*x - 38,3,3,0,14056,x^3 + 278770646121*x^2 + 320991824354862464*x - 453661815062085300224,3,True
504,-129567239098941*theta_K^2 - 504338909258853*theta_K - 264828941811221,764367675926816264874*theta_K^2 + 2975291922792895101210*theta_K + 1562329213604857635674,x^3 - x^2 - 17*x - 10,3,3,0,14141,x^3 - 44550*x^2 + 14272362*x + 112888677537,3,True
505,-1197696*theta_K^2 + 5119872*theta_K + 3619664,-1306672640*theta_K^2 + 5576174080*theta_K + 3995724160,x^3 - x^2 - 17*x - 10,3,3,0,14141,x^3 - 4452084*x^2 + 654435246852*x - 1607904471140577,3,True
506,-1101*theta_K^2 - 4293*theta_K - 2261,-94486*theta_K^2 - 367782*theta_K - 193126,x^3 - x^2 - 17*x - 10,3,3,0,14141,x^3 - 22160317770*x^2 + 90567126807192*x - 75604868291439423,3,True
507,-115889741*theta_K^2 - 451099413*theta_K - 236872821,-28799518267990*theta_K^2 - 112101776123878*theta_K - 58864771686310,x^3 - x^2 - 17*x - 10,3,3,0,14141,x^3 - 18483396872040*x^2 + 48880515239051291622*x + 1070684880012415356417,3,True
508,2552*theta_K^2 - 11888*theta_K + 16151/3,1760488/27*theta_K^2 - 8225984/27*theta_K + 3818026/27,x^3 - x^2 - 15*x + 8,3,3,0,14189,x^3 - 4990*x^2 + 6121492*x - 1027243729,3,True
509,5081224735/3*theta_K^2 - 6179276136*theta_K - 54317848096/3,6004241443680392/9*theta_K^2 - 2433918841925056*theta_K - 192554447999359534/27,x^3 - 24*x - 39,3,3,0,14229,x^3 - 1779*x^2 + 72939*x + 103823,3,True
510,-1059049350722944/3*theta_K^2 + 349553783477888*theta_K + 4122291265814128/3,-346396622351764950789632/27*theta_K^2 - 4392300203433011583531520/27*theta_K + 13324829461413049469931136/27,x^3 + 11*x - 44,3,1,1,-14399,-121,1,True
511,-276062051662588910384320803128*theta_K^2 - 2094645139666145904049895337272/3*theta_K - 4802605295806913328437765584963,8282706161198191050634349356706433963570416696/27*theta_K^2 + 6982862528088225843950737300055776507872120952/9*theta_K + 144092852435949828509742678776348575195962132554/27,x^3 + 11*x - 44,3,1,1,-14399,-24729001,1,True
512,8222467964/3*theta_K^2 - 1852875288*theta_K - 89194551248,1214192972627408*theta_K^2 - 7387466443430752/9*theta_K - 1066863514982789888/27,x^3 - 33*x - 22,3,3,0,14520,-121,1,True
513,251023772/3*theta_K^2 - 56566324*theta_K - 2723021675,-4970700047176/3*theta_K^2 + 10081011439916/9*theta_K + 1455852747418786/27,x^3 - 33*x - 22,3,3,0,14520,-24729001,1,True
514,24736771856*theta_K^2 - 11986220032*theta_K - 1837834096384/3,19776374385584512/3*theta_K^2 - 9582655937101568/3*theta_K - 4407894693477744640/27,x^3 - 25*x - 12,3,3,0,14653,x^3 - 6911*x^2 - 13416643*x - 4096000000,3,True
515,2800613744168*theta_K^2 - 1357039333896*theta_K - 208073367758752/3,214414658425729992320/27*theta_K^2 - 103894771584796133888/27*theta_K - 5310024176949078385664/27,x^3 - 25*x - 12,3,3,0,14653,x^3 - 6911*x^2 - 13416643*x - 4096000000,3,True
516,220044052201128*theta_K^2 - 106622498246536*theta_K - 16348311898459552/3,167201599347335575560320/27*theta_K^2 - 81017651033505293321216/27*theta_K - 4140782824633424601353216/27,x^3 - 25*x - 12,3,3,0,14653,x^3 - 462165522443*x^2 - 3147792082987335417307*x + 1048147911441529339904000,3,True
517,1943566666896*theta_K^2 - 941756577152*theta_K - 144398513599744/3,5140571157524461184*theta_K^2 - 7472601968741763328/3*theta_K - 3437297841086750353408/27,x^3 - 25*x - 12,3,3,0,14653,x^3 - 462165522443*x^2 - 3147792082987335417307*x + 1048147911441529339904000,3,True
518,-1085458612224*theta_K^2 + 1676742230016*theta_K + 5904204300288,-243698299800911872*theta_K^2 + 1212386666849763328*theta_K - 937535161069731840,x^3 - x^2 - 23*x + 57,3,1,1,-14700,1792,1,False
519,-20709258505596829512340615084616819582720494381326925824*theta_K^2 + 31990246240255937437552003818583039395176588736165052416*theta_K + 112645191394260289355395472905589698565255015163639103488,-107462641895200719004134657569684503559329293094602540088690796744745499681129234432*theta_K^2 + 534621186625548329886514193515261836258599624684590023406702758619085938833403936768*theta_K - 413421042988412887959584563005580003431636030877445410128779781061634102213518295040,x^3 - x^2 - 23*x + 57,3,1,1,-14700,406749952,1,False
520,-706124383624400307867058176*theta_K^2 - 3353191682508400103742210048*theta_K + 769513733003246091022356480,-14603164572585238942739849118779260796928*theta_K^2 - 39936089805994610919934463297261156696064*theta_K + 162397953919718315219427401714487101227008,x^3 - x^2 - 14*x + 78,3,1,1,-14792,1849,1,False
521,-42694604/9*theta_K^2 - 3468606560/9*theta_K - 5396467628/3,498934840044560/81*theta_K^2 + 1981067644945088/81*theta_K - 275905509376720/9,x^3 - x^2 - 14*x + 78,3,1,1,-14792,x^3 - 839831159*x^2 + 7783209847*x - 67603180595553,3,True
522,-7133031809399368063158772039680*theta_K^2 - 35006646675285851206446930198528*theta_K - 20830281779800922505212350955520,47809351799725181500627581777211711852942196736*theta_K^2 - 93643257732183573359218056886785194196983611392*theta_K - 62385416840875903337881442151615570637171458048,x^3 + 24*x - 12,3,1,1,-14796,x^3 - 70157568*x^2 - 1684338966528*x - 20152071227441152,3,False
523,1088*theta_K^2 + 224/3*theta_K - 31088/3,634240/9*theta_K^2 + 5271040/27*theta_K - 33811456/27,x^3 - x^2 + 17*x - 71,3,1,1,-14892,x^3 - 202795*x^2 + 145265427*x - 397551775977,3,True
524,-25302982036977546680239489996778061072*theta_K^2 + 125876792426747724911834089768231861392*theta_K - 95487594878581323733819652313792142368,-306707128541644009991295087939718823853365048244307872384*theta_K^2 + 1525804759135263616738543343927895935862294901391943527424*theta_K - 1157445402391277577012630475417923865421130859019921719296,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 458733*x^2 + 3616039090*x - 7167845965041,3,False
525,-626212099896969795529485582030472980912*theta_K^2 + 3115273104158177918056243020587645821632*theta_K - 2363184211834460397614923348788940979328,37761492694873000948310645523741362179955591537276427448704*theta_K^2 - 187855643903503418584061176099274643168107886157972779442944*theta_K + 142503586990437572282138635349151960005215028088375560789376,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 458733*x^2 + 3616039090*x - 7167845965041,3,False
526,-780950539849854979646306280582317511480000*theta_K^2 + 3885067779076765579819155883980698073690000*theta_K - 2947135767855177527025499632162223530810000,-1633694895765123739374109285956182044088361969565445097450000000*theta_K^2 + 8127295422625071366151492964177691230956041339978898763910000000*theta_K - 6165206039676753329666106666073079751964237643599606216698000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 219466*x^2 + 9015599557*x - 53911622016433,3,False
527,-31555371198940476683706245726292420270000*theta_K^2 + 156981471371733073147349971236157031400000*theta_K - 119083129295074279559656377725481755760000,13269228397623393836656587757392537303149004457797463374000000*theta_K^2 - 66011676653090569265880789961114380772308501359703177420000000*theta_K + 50075156168129426458890818069034457280749154129384858358000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 219466*x^2 + 9015599557*x - 53911622016433,3,False
528,-81269168090204915051192775969787519056018587918915726695380000*theta_K^2 + 404297362700466017589144622650535571455221287925467865385110000*theta_K - 306692006716403132572230129622155888062191432008307992356280000,-1768846498418192676320536069344971759677228648827147042426292777554294764095041774543000000000*theta_K^2 + 8799646792729358316236700077539097309763384014620341358590188044130129384775536962115454000000*theta_K - 6675238530451340778982033538579975809067607656411843339181535679232986819370987700127214000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 68771427322*x^2 + 4624007282661973*x - 22449848528792503729,3,False
529,-3283791887813361999066685167921931711984907886025783007400000*theta_K^2 + 16336187893857969965721717058592164337011267998244146333450000*theta_K - 12392309991333153100404096224444447327248793744259052243530000,14366959367456301792661450329712595399200626248815626505296213949058284381356680084670000000*theta_K^2 - 71472662004399950416329105363092324869288923754217380997791321121177163057158898649146000000*theta_K + 54217751976124081835218158975655889762048765646083571899828843036738088150641707441374000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 68771427322*x^2 + 4624007282661973*x - 22449848528792503729,3,False
530,-40/3*theta_K^2 - 32/3*theta_K + 47/3,440/9*theta_K^2 + 6224/27*theta_K - 6814/27,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 2812823650*x^2 + 86977581174193297*x - 214172740939157496937,3,True
531,-187*theta_K^2 + 602/3*theta_K - 73/3,2908*theta_K^2 - 29578/27*theta_K - 40856/27,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 2812823650*x^2 + 86977581174193297*x - 214172740939157496937,3,True
532,63709693219782659549851753721117665247880855315891199153900228308696210000*theta_K^2 - 4211421195668524100381001765749537736279184250438240245909514036510040000*theta_K - 1023288123858838860167924925234980179897409986965810720282261999162162960000,764380989048624270659227685465302929520246971940377027346271812505300352240459297869658445129715253432558000000*theta_K^2 - 50528108614813109185317250632752549326432720954300042834909164194352014861513997041172058708397567459388000000*theta_K - 12277283858486741816880856165647426915878213835416099975795203360645482069914252640134532201398044504540842000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 4644482224073146*x^2 + 3721604466114813917317*x - 223927401909744570423269233,3,False
533,278388853352216730084136068652001804962882338886706426051167813486440000*theta_K^2 - 18402421949635416031544902429404406232673118455817386844817865927270000*theta_K - 4471407627071105414433592931972135135009393470869129285115863984069210000,-220789985691612824739178886330321920584715542588624337475257677331032271470903390272394267842494137210000000*theta_K^2 + 14594947464459245721893592495681097293258894364774540863405665443761600579652056997420614244188407142000000*theta_K + 3546269944286776431121337724007146595461893232456354376666655645562851465501374154449953039395423569542000000,x^3 - x^2 - 16*x + 15,3,3,0,14945,x^3 - 4644482224073146*x^2 + 3721604466114813917317*x - 223927401909744570423269233,3,False
534,-428016852599261/3*theta_K^2 + 348142570702430/3*theta_K + 4587169280485182,-15151622852940384672012790/27*theta_K^2 + 12324105694209914703412900/27*theta_K + 162383930628962803502344388/9,x^3 - x^2 - 32*x + 6,3,3,0,14956,x^3 + 25377235*x^2 - 3732970431104*x + 284371070976,3,True
535,30926780/3*theta_K^2 - 48182072/3*theta_K - 498872548/3,2298612858656/27*theta_K^2 - 3581101242368/27*theta_K - 37078378463104/27,x^3 - x^2 - 17*x - 9,3,3,0,14964,x^3 - 28969*x^2 - 186972921*x - 140040924057,3,True
536,1501776506014596834768,-19135380060594490874627393935488,x^3 - x^2 - 12*x + 100,3,1,1,-15059,999,1,False
537,-5191153269160377733695857237947205065191351242432981977512522527553668549955880752,-143960680887830775773152848775976306013065482277139891266624386409375312504486208816012874249416703575623293504128750582912,x^3 - x^2 - 12*x + 100,3,1,1,-15059,-371323264041,1,False
538,10868/3*theta_K^2 + 2208*theta_K - 65276,-149273696/27*theta_K^2 - 90966656/27*theta_K + 2689796992/27,x^3 - x^2 - 19*x + 29,3,3,0,15124,x^3 - 16043*x^2 - 90519*x + 12167,3,True
539,-1724/3*theta_K^2 + 9776/3*theta_K - 3756,-891392/27*theta_K^2 + 5873408/27*theta_K - 7143776/27,x^3 - x^2 - 19*x + 29,3,3,0,15124,x^3 - 16043*x^2 - 90519*x + 12167,3,True
540,-24662081410013394294155601825296817504/5*theta_K^2 - 132965059818801350276924274912759341328/5*theta_K - 544310617018522598432050830232339220688/5,-188413328903276210324663421653453198980321042517997155328/5*theta_K^2 - 1015875102380321662893865881718798469921996559094061053056/5*theta_K - 4158436218119020130674591249734504997575328161636684999936/5,x^3 - 7*x - 119,3,1,1,-15239,x^3 - 423390*x^2 + 3563068557*x - 110267453992177,3,False
541,-144*theta_K^2 + 112*theta_K - 64/3,15744*theta_K^2 - 41984/3*theta_K + 83968/27,x^3 - x^2 + 16*x - 7,3,1,1,-15463,47,1,True
542,6512/3*theta_K^2 - 14848/3*theta_K + 5312/3,-15276928/27*theta_K^2 - 80619776/27*theta_K + 12946816/9,x^3 - x^2 + 16*x - 7,3,1,1,-15463,47,1,False
543,-803506552031/2*theta_K^2 + 2034931365374*theta_K - 7240602725969/6,644771002401768761/3*theta_K^2 + 6569936707848533084/3*theta_K - 43287646483932788891/27,x^3 - x^2 + 25*x - 17,3,1,1,-15524,x^3 - 2619*x^2 + 1866368*x + 929714176,3,True
544,1482064*theta_K^2 - 5389808*theta_K - 25674448/3,-274657408/3*theta_K^2 + 998844032/3*theta_K + 14274034688/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 51236*x^2 - 91638541*x + 338608873,3,True
545,837546064*theta_K^2 - 3045896000*theta_K - 14509180480/3,-33208285965568/27*theta_K^2 + 120768265456768/27*theta_K + 191760602875264/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 51236*x^2 - 91638541*x + 338608873,3,True
546,6730745936/3*theta_K^2 - 24477641296/3*theta_K - 38866561792/3,-145594953335168/27*theta_K^2 + 529483815930112/27*theta_K + 840735232649344/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 51236*x^2 - 91638541*x + 338608873,3,False
547,11910272/3*theta_K^2 - 43313920/3*theta_K - 68775568/3,-3612536320/9*theta_K^2 + 39413075968/27*theta_K + 62581615232/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 51236*x^2 - 91638541*x + 338608873,3,False
548,-5386720/3*theta_K^2 - 23551312/3*theta_K - 20452528/3,162781239808/27*theta_K^2 + 799510883200/27*theta_K + 723001381120/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 154911201955664*x^2 + 860883137499730063925*x + 10815698406173224231892953,3,False
549,-72768*theta_K^2 - 43472*theta_K + 155936/3,-865068928/27*theta_K^2 - 1217944448/27*theta_K - 220017536/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 154911201955664*x^2 + 860883137499730063925*x + 10815698406173224231892953,3,True
550,-20562096*theta_K^2 + 74777872*theta_K + 356205872/3,-174025141632*theta_K^2 + 1898626850432/3*theta_K + 27132429651968/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 154911201955664*x^2 + 860883137499730063925*x + 10815698406173224231892953,3,True
551,-165244288/3*theta_K^2 + 600926720/3*theta_K + 954181232/3,-6866799113728/9*theta_K^2 + 74917283488768/27*theta_K + 118956606168704/27,x^3 - 19*x - 21,3,3,0,15529,x^3 + 154911201955664*x^2 + 860883137499730063925*x + 10815698406173224231892953,3,False
552,-128/3*theta_K^2 - 256/3*theta_K + 336,-18944/27*theta_K^2 - 35840/9*theta_K - 4736,x^3 - x^2 - 7*x + 51,3,1,1,-15544,x^3 + 1353*x^2 - 593459*x + 60698457,3,True
553,-26680146186753792541666668478824462829532242119853137189972760292212918106113699100473510845125454336*theta_K^2 + 132853262439810163916257398654406181230116511553234569688080439535883900664638426273264668977267417856*theta_K - 341925917869337730772199700080679172130584816112375511823830546842701059883723713017222905769070638640,-11677687662928220278579711124187000395755551418379223991917912922287170111020526018558628018905755211766938031452219613433998921694193026422075761756160*theta_K^2 + 58148815711639074055446690227448240259509620674705718544991086012996611246319926575835414781780514495097239366646419474866863722754326737889488721787904*theta_K - 149658253174061594418222751040368387018170035804024727230503237471691079315250638042405829106089363540782148401158413074739318068381538339399927017244800,x^3 - x^2 - 7*x + 51,3,1,1,-15544,x^3 + 437601095291114279622645*x^2 + 25581628745501282201181169*x + 16982428006254693688570651977,3,True
554,-5968583168/9*theta_K^2 - 27910687232/9*theta_K + 5607989328,3801787819292672/81*theta_K^2 + 17778174109300736/81*theta_K - 10716304817032064/27,x^3 - x^2 - 35*x + 48,3,3,0,15661,x^3 + 134813*x^2 + 691073875*x - 11754373469553,3,True
555,-385414784/9*theta_K^2 + 2724691072/9*theta_K - 338667696,87041015183872/81*theta_K^2 - 615336843682304/81*theta_K + 229451391928448/27,x^3 - x^2 - 35*x + 48,3,3,0,15661,x^3 + 134813*x^2 + 691073875*x - 11754373469553,3,True
556,-2260148654607723720320/9*theta_K^2 - 10569057328568710713728/9*theta_K + 2123601569867218038352,880017046381966628208277698177536/81*theta_K^2 + 4115194485548067571321972361770496/81*theta_K - 2480551614816088005083666825675648/27,x^3 - x^2 - 35*x + 48,3,3,0,15661,x^3 - 16954886293*x^2 + 3190589007628238371*x - 933670010741267392767,3,True
557,-347248567952596151698964773376/9*theta_K^2 - 1623826945026521778824397209600/9*theta_K + 326269435888885135843991955280,-1675893142966581508542664290054180266224609280/81*theta_K^2 - 7836923442451975691236340186806982506989928448/81*theta_K + 4723930585938157452408607907933289212216789120/27,x^3 - x^2 - 35*x + 48,3,3,0,15661,x^3 - 16954886293*x^2 + 3190589007628238371*x - 933670010741267392767,3,True
